,ID,ID_2022,ID_2019,ID_2016,IntDate,Mode,STATE,PCODE_r,SAMPSRC,accesstype,PANEL_FLAG,PANEL,CITIZEN,AGE,A1,A2_1,A2_2,A2_3,A2_4,A3,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A5,A6,A7_1,A7_2,A7_3,A7_4,A7_5,A7_6,A7_7,A7_8,A9,A10,A11,A12_Order,A12a_1,A12a_2,A12a_3,A12a_4,A12a_5,A12a_6,A12a_7,A12a_8,A12_b,A12_c,A13_Order,A13_1,A13_2,A13_3,A13_4,A13_5,B1_r,B1_other_r,B2,B3,B4,B5,B6,B6a,B6b_1,B6b_2,B6b_3,B6b_4,B7,B8_1,B8_2,B8_3,B8_4,B8_5,B9_1_r,B9_1_other_r,B9_2_r,B9_2_other_r,B10,B11_1,B11_2,B12,B13,B14,B15_1,B15_2,B15_3,B15_4,B15_5,B15_6,B15_7,B15_8,B15b,B16,B17,B18_1,B18_2,B18_3,B18_4,B19_1,B19_2,B20_1,B20_2,B21_1,B21_2,C1_1,C1_2,C1_3,C1_4,C2_Order,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C3_Order,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C5,C6,C7,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C9,C10,C11,C12b,C12c,C12d,C12e,C13_Order,C13_1,C13_2,C13_3,C13_4,C13_5,D1_Order,D1_1,D1_2,D1_3,D1_4,D1_6,D1_15,D1_10,D1_12,D1_13,D1_14,D2_Order,D2_1,D2_2,D2_3,D2_4,D2_6,D2_15,D2_10,D2_12,D2_13,D2_14,D3_1_Order,D3_1,D3_2_Order,D3_2,DVERB,D4_1,D4_2,D5_1,D5_2,D6_1,D6_2,D7_1,D7_2,D8_Order,D8_1,D8_2,D8_3,D8_4,D8_5,D8_6,D8_7,D8_8,D9_1,D9_2,D10_Order,D10_2,D10_3,D10a,E1,E2_Order,E2_3,E2_4,E2_6,E2_7,E6_Order,E6_2,E6_3,E6_5,E6_6,E6_7,E6a_1,E6a_2,E6a_3,E6a_4,E8_1_Order,E8_1,E8_2_Order,E8_2,F1,F2,F3,F4,F5_Order,F5_1,F5_2,F5_3,F5_6,F5_7,F5a,F6_Order,F6_1,F6_2,F6_3,F6a_Order,F6a_1,F6a_2,F6a_3,F6a_4,F6b,F6c,F7,F8_Order,F8_1,F8_2,F8_4,F8_5,F9,F10_Order,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,G1,G2,G3,G3_EDU,G4,G4_other,G5_Work,G5_Code_1d,G5_A_r,G5_B_r,G5_C_r,G5_D,G5_E,G5_F,G6,H1,H2,H2_AGE_GRP1,H2_AGE_GRP2,H3_1_r,H3_2_r,H3_3_r,H4,H5_1,H5_2,H6_r,H7,H8,I1,I1_other,I2_Work,I2_Code_1d,I2_A_r,I2_B_r,I3,I4,I5,I6,I6_other,J1,J2,J3,J4,J5,J6,J7,J8_1,J8_2,J8_3,J8_4,J8_5,J8_6,J8_7,J8_8,J9,W0,W1,W6,EDU_YOUTH,Panel_New,doutcome,devicetype,devicedets,GCCSA,SA2_r,LGA_r,CED_ABS,CED_AEC,weight_final,weight
52,31220012,,,,25-Jun-25,1,6,9,2,NA,NA,NA,1,51,2,4,3,4,4,3,3,4,4,4,4,4,5,999,0,0,0,1,0,0,0,0,2,2,3,"_1,_2,_3,_4,_5,_6,_97,_na",0,0,0,0,0,0,1,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,2,9,2,2,1,1,4,2,3,3,3,3,3,0,7,5,5,5,2,9,2,9,1,NA,NA,2,1,2,0,0,0,0,0,1,0,0,2,5,3,4,6,4,5,2,2,2,2,2,2,6,3,5,5,"a,b,c,d,e,f,g,h,i",2,2,3,2,3,2,2,3,2,"a,b,c,d,e,f,g,h,i",2,3,3,3,3,3,2,3,3,2,1,2,2,2,2,2,2,2,5,5,4,2,2,3,3,"a,b,c,d,e",2,2,2,2,2,"a,b,c,d,e,f,g,h,i,j",2,2,1,1,1,2,1,1,1,1,"a,b,c,d,e,f,g,h,i,j",3,3,3,3,1,3,3,1,3,3,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",2,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",1,,3,4,2,3,4,4,2,2,"a,b,c,d,e,f,g,h",1,1,2,2,1,2,2,2,4,2,"b,c",3,2,4,4,"c,d,f,g",1,3,2,3,"a,b,c,d,e",2,1,1,2,3,3,3,3,3,"_1,_2,_3,_4,_na",1,"_1,_2,_3,_4,_na",2,3,3,2,2,"a,b,c,f,g",3,3,2,2,2,2,"a,b,c",3,3,3,"a,b,c,d",1,3,3,4,1,3,5,"a,b,d,e",2,2,3,2,3,"a,b,c,d,e,f",1,2,2,1,2,1,16,0,1,2,7,,1,9,9,9,9,999,999,999,2,2,1974,3,4,0,1,998,2,2,2,951111,5,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,3,2,2,999,2,999,1,1,0,0,0,0,0,0,0,1,1,1,2,NA,3,1,NA,NA,11,9,9,605,322,8993.118205,1.009958754
53,31220017,,,,3-Jul-25,1,2,9,2,NA,NA,NA,1,69,1,999,1,999,999,2,2,4,4,2,3,4,1,4,1,0,0,0,0,0,0,0,1,1,3,"_1,_2,_3,_4,_5,_6,_97,_na",0,1,0,0,0,0,0,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,1,9,2,1,2,2,1,2,2,999,2,999,2,6,6,4,3,3,1,9,1,9,2,NA,NA,1,1,2,0,0,1,0,0,0,0,0,2,3,5,6,4,3,3,999,2,1,999,1,999,4,6,5,5,"a,b,c,d,e,f,g,h,i",2,2,3,3,3,2,4,3,3,"a,b,c,d,e,f,g,h,i",2,2,2,2,2,2,1,2,3,2,1,1,999,999,999,1,1,999,2,2,1,2,1,2,1,"a,b,c,d,e",2,3,3,2,1,"a,b,c,d,e,f,g,h,i,j",1,2,2,2,1,1,1,1,1,2,"a,b,c,d,e,f,g,h,i,j",2,2,2,1,2,2,2,3,3,3,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",3,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",1,,4,4,3,3,3,3,2,2,"a,b,c,d,e,f,g,h",3,3,2,999,3,3,2,3,3,3,"b,c",2,2,1,2,"c,d,f,g",2,3,2,1,"a,b,c,d,e",1,1,1,3,3,2,2,3,3,"_1,_2,_3,_4,_na",1,"_1,_2,_3,_4,_na",2,3,2,2,2,"a,b,c,f,g",3,3,1,2,3,2,"a,b,c",2,3,2,"a,b,c,d",2,2,2,1,1,2,5,"a,b,d,e",2,2,3,2,1,"a,b,c,d,e,f",998,1,1,998,998,2,51,5,3,1,5,,1,7,9,9,9,4,3,1,2,1,1956,4,6,3,4,3,2,998,998,999996,1,2,5,,1,9,9,9,999,999,999,2,,1,2,1,3,5,9,3,0,0,0,1,0,0,0,0,1,1,999,2,NA,3,1,NA,NA,3,9,9,226,377,4424.101934,0.496842183
54,31220022,,,,2-Jul-25,1,2,9,2,NA,NA,NA,1,68,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,1,0,0,0,0,1,1,4,"_1,_2,_3,_4,_5,_6,_97,_na",0,1,0,0,0,0,0,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,1,9,2,1,1,2,1,1,1,1,2,3,2,10,10,0,5,0,1,9,1,9,3,NA,NA,1,1,1,1,0,0,0,0,0,0,0,1,4,1,5,5,5,0,998,998,1,2,1,1,0,6,5,5,"a,b,c,d,e,f,g,h,i",2,2,4,3,4,3,2,4,4,"a,b,c,d,e,f,g,h,i",1,2,1,1,1,3,2,3,3,3,2,3,2,2,2,2,1,2,2,1,1,1,1,1,1,"a,b,c,d,e",4,5,4,4,1,"a,b,c,d,e,f,g,h,i,j",3,2,1,1,1,2,1,1,1,1,"a,b,c,d,e,f,g,h,i,j",998,998,998,998,998,998,998,998,998,998,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",6,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",10,,4,4,3,999,4,5,3,3,"a,b,c,d,e,f,g,h",1,1,2,1,2,3,1,4,4,4,"b,c",1,2,1,4,"c,d,f,g",1,2,1,3,"a,b,c,d,e",4,1,999,4,3,4,4,4,4,"_1,_2,_3,_4,_na",2,"_1,_2,_3,_4,_na",3,3,1,4,3,"a,b,c,f,g",3,3,1,2,1,2,"a,b,c",5,5,1,"a,b,c,d",5,1,1,5,2,1,5,"a,b,d,e",2,4,5,1,1,"a,b,c,d,e,f",1,2,998,2,998,998,17,999,1,2,5,,999,NA,9,9,9,NA,NA,NA,NA,2,1957,4,6,0,0,0,2,998,998,999996,5,2,5,,999,NA,9,9,NA,NA,NA,1,,1,2,1,1,5,15,1,0,0,0,0,0,0,1,0,1,1,2,999,NA,3,1,NA,NA,3,9,9,223,409,4696.959752,0.527485074
55,31220023,,,,15-Jun-25,2,1,9,2,1,NA,NA,1,34,2,4,4,4,2,1,2,1,2,4,4,4,5,2,0,0,1,0,0,0,0,0,2,1,2,"_5,_6,_4,_1,_3,_2,_97,_na",1,1,0,0,0,0,0,0,2,1,"_3,_2,_1,_97,_na",0,0,0,1,0,4,9,3,1,3,2,4,4,1,2,2,2,2,2,9,7,10,1,996,9,4,9,2,2,2,2,5,4,0,0,1,0,1,1,0,0,1,4,4,0,4,0,8,2,998,2,1,2,2,3,0,0,8,"f,h,i,g,a,d,b,e,c",2,3,2,3,2,3,3,4,3,"f,h,i,g,a,d,b,e,c",3,4,4,3,4,4,4,4,4,3,1,2,2,2,2,1,1,1,5,2,1,2,1,3,1,"e,d,c,b,a",3,2,1,1,2,"n,p,l,b,m,f,j,c,a,d",1,3,1,1,1,1,1,1,2,1,"n,p,l,b,m,f,j,c,a,d",3,998,1,1,3,1,1,3,998,3,"_14,_15,_12,_2,_13,_6,_10,_3,_1,_4,_na",14,"_15,_12,_2,_13,_6,_10,_3,_1,_4,_na",1,"One of the biggest concerns I have is the conflict of interest rife within politics, especially in the major two parties, and the blatant corruption.
Many of them own multiple houses, and have large amount of stocks in the big 4 banks, in the big mining companies, in private health insurance companies, so it's in their interest to not do anything to impact those businesses or industries.
Many of them also make obvious deals with massive corporations, where they approve things or pass/block laws, then 1 week later retire and take up an extremely well paid job for said private corporations. This isn't even illegal, but it clearly should be, it's blatant corruption - however none of the major parties will vote to change this, because they benefit from it. It's probably the reason many of them got into politics in the first place, that's their end goal.
On a separate topic, many economists seem to talk about how 'dumb' the Australian economy is, in the sense that it's built on swapping properties and digging up ores and selling them elsewhere. We don't really have much manufacturing or production, and yet little effort seems to be made in strengthening the Australian economy by creating/bolstering other industries. For example, production of carbon neutral steel using, or increasing funding to CSIRO, etc - no effort is being made to future proof our economy and be competitive on a global scale.
That being said, Labor are talking about doing something in that space - we'll see what they do.
I think many people agree on the corruption front, we need far more transparency in politics, and the things I mentioned in the first paragraph - if people were aware of them (most people don't pay much attention to politics) - they'd be firmly against and happy to make illegal.
However, then there are things that I feel strongly about but which I think are quite divisive.
For example I think mining corporations should need to purchase the ores and minerals from Australia (royalties - separate to taxes) like they do in some other countries. However, I don't expect Labor to be able to implement these, even if they didn't have shares in mining, because the public sentiment doesn't support them, so if they tried it they'd get voted out, or there'd be a party coup as has happened in the past when PMs tried similar.
Another divisive topic is the public sector, many economic studies show, and historical evidence supports the fact that a strong public sector to enforce regulations and laws on the private sector leads to a strong economy, additionally proper enforcement of taxation and healthy, well managed budgets, for healthcare and education also contribute to this.
However lots of the public seem to be taken in by the idea that laws & regulations being enforced on private corporations lead to ""too much red tape"" and stifle the economy - which is not shown by research or historical evidence. It's the narrative being pushed though.
Strong taxation on wealthy leads to lower wealth inequality as well, and yet, again, there's this narrative that taxing billionaires will make them ""leave Australia"", despite the fact that most billionaires don't have 100% liquid cash, but instead have it invested in assets, such as the property market.
Most of these divisive topics I've mentioned are only divise - with large portions of the public believing untruths - due to the complete stranglehold billionaires and corporations have over advertising and social media. (Ads, astro turfing, bots, etc)
If there were more laws restricting this, or what lies you could spread, it mightn't be as bad, but I understand this would be difficult to deal with. The government is also not incentivised to address it though.
Finally, the idea of seats and parties are contradictory. It doesn't matter who represents your seat, only the party matters. I like the idea of seats though",4,4,2,2,4,3,2,1,"f,e,h,a,d,c,b,g",2,2,3,3,2,4,4,2,3,5,"c,b",3,1,5,5,"d,f,g,c",4,4,4,4,"g,f,e,c,b",1,3,3,1,2,2,2,3,1,"_2,_3,_4,_1,_na",3,"_2,_3,_4,_1,_na",2,3,2,2,2,"g,f,c,b,a",3,2,2,3,1,2,"c,b,a",3,3,1,"a,b,c,d",4,4,1,4,2,5,4,"b,d,e,a",3,2,2,2,1,"f,d,e,c,b,a",1,998,998,998,2,2,18,2,7,2,1,,1,2,9,9,9,5,2,2,2,1,1991,1,2,0,0,0,2,998,2,951111,6,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,2,2,2,3,5,15,1,0,0,0,0,0,0,1,0,1,1,1,1,NA,1,1,0,12,1,9,9,136,473,30570.99454,3.433230039
56,31220026,,,,23-May-25,2,1,9,2,1,NA,NA,1,29,3,3,3,3,3,3,3,3,3,3,3,3,5,1,0,0,0,0,1,0,0,0,4,5,4,"_6,_5,_2,_1,_3,_4,_97,_na",0,0,0,0,0,0,1,0,1,998,"_2,_1,_3,_97,_na",0,0,0,1,0,94,9,NA,3,4,4,3,3,3,3,3,3,4,0,0,0,0,0,1,9,1,9,1,NA,NA,2,1,1,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0,998,998,998,998,998,998,5,5,5,5,"e,i,a,b,c,g,h,d,f",2,2,2,2,2,2,2,2,2,"e,i,a,b,c,g,h,d,f",2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,3,3,3,3,3,3,"a,e,b,c,d",3,3,3,3,3,"p,a,j,f,d,c,m,b,n,l",3,3,3,3,3,3,3,3,3,3,"p,a,j,f,d,c,m,b,n,l",998,998,998,998,998,998,998,998,998,998,"_15,_1,_10,_6,_4,_3,_13,_2,_14,_12,_na",12,"_15,_1,_10,_6,_4,_3,_13,_2,_14,_na",14,T,5,5,3,3,5,5,3,3,"b,c,e,a,d,h,f,g",5,5,5,5,5,5,5,5,97,5,"c,b",5,5,5,4,"d,c,f,g",3,2,4,1,"b,g,c,e,f",5,3,1,2,2,2,5,2,3,"_2,_1,_3,_4,_na",3,"_2,_1,_3,_4,_na",4,3,4,3,2,"a,g,b,c,f",2,1,2,1,3,4,"b,a,c",2,3,4,"a,b,c,d",3,5,1,3,2,5,3,"b,a,d,e",3,3,3,3,2,"b,f,c,e,d,a",998,998,998,998,998,998,15,0,7,2,1,,1,9,9,9,9,5,4,1,1,1,1996,1,2,0,0,0,2,998,998,951111,6,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,3,2,1,4,3,11,3,0,0,0,0,0,0,1,0,1,1,3,2,NA,3,1,1,6,2,9,9,124,436,19940.10317,2.239343607
57,31220036,,,,18-May-25,2,2,9,2,1,NA,NA,1,51,3,4,4,4,4,3,4,4,4,4,4,4,5,1,1,0,0,0,0,0,0,0,1,1,4,"_1,_3,_5,_4,_2,_6,_97,_na",0,0,0,0,0,0,1,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,2,9,1,1,1,2,1,1,1,3,3,3,1,10,0,10,0,0,2,9,2,9,1,NA,NA,1,1,2,1,0,0,0,0,0,0,0,1,2,1,0,10,0,5,2,1,2,1,998,1,10,0,0,5,"g,f,b,d,i,c,a,h,e",1,1,1,1,1,1,1,1,1,"g,f,b,d,i,c,a,h,e",4,4,4,4,4,4,4,4,4,1,2,3,2,2,2,2,2,2,3,1,1,2,2,1,1,"a,b,e,d,c",3,3,1,1,1,"p,c,m,a,b,f,d,j,l,n",1,1,1,1,1,1,1,1,1,1,"p,c,m,a,b,f,d,j,l,n",1,1,1,1,1,1,1,1,1,1,"_15,_3,_13,_1,_2,_6,_4,_10,_12,_14,_na",6,"_15,_3,_13,_1,_2,_4,_10,_12,_14,_na",14,Always vote labour always for the low income people,3,3,1,1,2,2,1,1,"f,e,a,g,d,h,b,c",1,1,1,3,1,3,1,1,3,97,"c,b",3,1,5,3,"d,f,c,g",4,3,4,3,"b,c,g,f,e",2,1,3,1,2,1,1,1,1,"_2,_3,_1,_4,_na",3,"_2,_3,_1,_4,_na",1,3,1,1,1,"a,b,g,f,c",3,3,3,3,3,1,"a,b,c",1,1,1,"a,b,c,d",2,2,2,2,1,3,3,"b,d,a,e",5,1,1,5,2,"d,c,e,a,b,f",1,2,2,1,2,2,18,0,1,2,96,Work cover,1,8,9,9,9,5,2,1,2,1,1974,3,4,0,0,0,2,998,998,999996,1,2,96,Illness on job search,2,NA,9,9,NA,NA,NA,2,,3,2,1,3,4,11,1,0,0,1,0,0,0,0,0,1,1,4,1,NA,1,1,1,6,3,9,9,226,377,12862.78306,1.444535706
58,31220044,,,,9-May-25,2,2,9,2,4,NA,NA,1,72,1,1,2,4,1,1,1,4,4,4,4,4,5,2,0,0,0,0,1,1,0,0,1,1,4,"_4,_6,_2,_1,_3,_5,_97,_na",0,1,0,0,0,0,0,0,1,998,"_3,_2,_1,_97,_na",0,0,0,1,0,1,9,2,1,2,2,1,2,1,1,1,1,1,5,8,5,10,1,1,9,1,9,3,NA,NA,2,1,1,0,0,1,0,0,0,0,0,2,2,1,8,4,5,0,998,1,1,1,2,1,6,0,5,0,"f,h,b,d,e,g,c,i,a",2,2,2,2,2,2,1,3,2,"f,h,b,d,e,g,c,i,a",3,4,3,3,3,3,3,4,3,2,3,4,2,2,2,2,2,2,2,1,1,1,2,2,2,"d,e,a,b,c",4,4,4,2,1,"d,c,a,m,n,l,p,f,b,j",2,2,1,1,1,1,1,1,1,1,"d,c,a,m,n,l,p,f,b,j",2,2,3,1,2,1,2,3,3,3,"_4,_3,_1,_13,_14,_12,_15,_6,_2,_10,_na",10,"_4,_3,_1,_13,_14,_12,_15,_6,_2,_na",1,I reluctantly voted Liberal as I prefer their policies but disliked their leader.,3,4,2,2,3,3,2,2,"h,g,a,f,d,b,c,e",3,3,3,2,3,3,3,4,97,97,"c,b",3,2,5,2,"g,f,c,d",2,5,3,3,"f,g,b,c,e",2,1,1,1,1,2,3,3,2,"_4,_3,_1,_2,_na",4,"_4,_3,_1,_2,_na",3,3,1,1,3,"f,g,a,b,c",3,3,2,3,3,1,"c,b,a",4,5,2,"a,b,c,d",4,4,1,2,1,3,4,"e,d,a,b",3,2,2,3,1,"f,d,a,e,b,c",1,2,998,1,2,2,18,3,4,2,5,,1,2,9,9,9,5,3,2,2,2,1953,4,6,0,0,0,2,3,3,951111,6,2,5,,1,2,9,9,1,1,2,1,,1,2,2,2,3,24,5,0,0,0,0,0,0,1,0,1,1,2,1,NA,1,1,1,6,4,9,9,209,314,4789.522587,0.537880205
59,31220047,,,,30-Jun-25,1,3,9,2,NA,NA,NA,1,68,2,2,2,3,4,2,2,4,4,4,4,4,5,3,1,0,0,0,0,0,0,0,2,1,4,"_1,_2,_3,_4,_5,_6,_97,_na",0,0,0,0,0,0,1,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,2,9,3,3,1,2,3,3,999,999,999,1,3,5,999,5,999,999,2,9,2,9,2,NA,NA,1,1,2,1,0,0,0,0,0,0,0,1,3,3,5,8,5,5,2,2,998,998,998,998,5,5,5,5,"a,b,c,d,e,f,g,h,i",2,2,2,2,2,2,2,2,2,"a,b,c,d,e,f,g,h,i",2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,4,5,5,2,2,2,1,"a,b,c,d,e",3,3,3,3,3,"a,b,c,d,e,f,g,h,i,j",2,2,2,2,2,2,2,2,2,2,"a,b,c,d,e,f,g,h,i,j",3,3,3,3,3,3,3,3,3,3,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",1,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",999,,2,2,2,2,3,3,2,2,"a,b,c,d,e,f,g,h",1,1,2,1,1,1,1,1,2,999,"b,c",1,1,2,1,"c,d,f,g",3,3,3,3,"a,b,c,d,e",2,1,1,1,2,2,2,2,2,"_1,_2,_3,_4,_na",1,"_1,_2,_3,_4,_na",3,2,3,1,1,"a,b,c,f,g",3,3,1,3,1,1,"a,b,c",2,2,2,"a,b,c,d",1,1,1,1,1,1,5,"a,b,d,e",2,3,3,2,3,"a,b,c,d,e,f",1,998,998,998,998,1,16,999,6,2,5,,1,3,9,9,9,4,2,1,2,1,1957,4,6,0,0,0,2,998,998,251112,5,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,1,2,1,3,2,9,1,0,0,0,1,0,0,0,0,1,1,1,999,NA,3,1,NA,NA,6,9,9,317,506,4865.852967,0.546452375
60,31220054,,,,18-May-25,2,3,9,2,4,NA,NA,1,35,2,3,2,4,3,3,2,4,4,4,4,4,5,999,0,0,0,0,1,0,0,0,2,3,3,"_5,_2,_4,_6,_1,_3,_97,_na",0,0,0,0,1,0,0,0,1,998,"_1,_3,_2,_97,_na",0,0,0,1,0,94,9,NA,2,5,1,999,999,2,2,1,1,2,5,5,5,0,5,2,9,2,9,3,NA,NA,2,5,4,0,0,0,0,1,0,0,0,1,3,2,5,5,0,5,998,998,2,998,2,1,5,3,1,5,"d,g,h,e,c,b,f,a,i",2,1,2,2,1,2,1,2,2,"d,g,h,e,c,b,f,a,i",2,4,3,3,2,2,2,3,3,2,2,3,2,2,2,2,2,1,3,3,4,1,3,1,1,"d,c,e,a,b",2,3,3,2,3,"m,c,l,f,a,d,b,p,j,n",2,3,1,2,1,1,1,1,1,1,"m,c,l,f,a,d,b,p,j,n",998,998,1,998,1,998,999,1,999,1,"_13,_3,_12,_6,_1,_4,_2,_15,_10,_14,_na",12,"_13,_3,_6,_1,_4,_2,_15,_10,_14,_na",6,Who is better at campaigning and making good points to improve,3,3,2,2,2,3,2,2,"e,b,f,c,a,h,g,d",2,3,3,2,3,4,2,2,3,999,"b,c",2,2,3,3,"c,f,d,g",3,4,4,3,"f,e,g,b,c",3,1,1,2,2,3,3,3,999,"_1,_3,_2,_4,_na",1,"_1,_3,_2,_4,_na",3,2,3,2,3,"f,c,g,a,b",3,3,2,3,2,2,"a,c,b",2,2,2,"a,b,c,d",2,3,1,3,2,3,3,"a,d,b,e",3,3,2,1,2,"a,f,d,b,e,c",1,998,998,1,998,998,18,999,1,2,1,,1,4,9,9,9,2,2,1,2,2,1990,2,3,0,6,5,2,2,2,951111,6,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,999,2,2,3,5,999,1,0,0,0,0,0,0,1,0,1,1,3,1,NA,1,1,1,1,5,9,9,302,370,20054.15509,2.252152038
61,31220056,,,,18-May-25,2,6,9,2,1,NA,NA,1,65,2,3,2,2,2,2,2,3,3,3,4,4,5,999,1,0,0,0,0,0,0,0,4,5,4,"_1,_3,_6,_4,_2,_5,_97,_na",0,0,0,0,0,0,1,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,94,9,NA,2,1,2,3,3,3,2,3,3,4,0,5,5,5,5,6,9,6,9,NA,NA,NA,2,1,5,1,0,0,0,0,0,0,0,2,5,5,0,0,0,0,2,2,2,2,998,998,0,0,0,0,"a,d,f,i,g,h,e,b,c",4,4,4,4,4,4,4,4,4,"a,d,f,i,g,h,e,b,c",4,4,4,4,4,4,4,4,4,4,1,2,2,2,1,1,1,1,5,5,5,3,3,1,1,"b,d,c,a,e",1,2,2,1,3,"b,p,l,d,m,j,n,f,a,c",1,1,1,1,1,1,1,1,1,1,"b,p,l,d,m,j,n,f,a,c",3,3,3,3,3,3,3,3,3,3,"_2,_15,_12,_4,_13,_10,_14,_6,_1,_3,_na",12,"_2,_15,_4,_13,_10,_14,_6,_1,_3,_na",14,"I voted for better housing, cost of living, health care & better standards for ordinary citizens.",5,5,3,3,5,5,2,2,"d,h,f,c,g,b,e,a",3,3,3,3,3,3,3,3,97,5,"c,b",1,1,5,3,"g,f,d,c",3,5,4,4,"c,f,e,b,g",1,3,1,1,2,2,2,2,1,"_4,_3,_2,_1,_na",4,"_4,_3,_2,_1,_na",2,3,1,1,1,"b,f,c,a,g",3,3,2,3,3,1,"a,b,c",2,2,4,"a,b,c,d",3,3,3,2,1,3,5,"e,d,b,a",2,4,3,3,3,"d,c,f,a,b,e",998,998,998,998,998,998,14,1,1,2,5,,1,1,9,9,9,1,2,1,2,2,1960,4,6,0,0,0,2,2,2,251112,2,4,NA,,NA,NA,9,9,NA,NA,NA,NA,,4,2,2,4,2,3,1,0,0,0,0,1,0,0,0,1,1,1,2,NA,3,1,1,1,11,9,9,605,322,26546.80073,2.981298943
62,31220057,,,,12-May-25,2,3,9,2,4,NA,NA,1,36,1,3,3,3,1,1,1,2,2,4,4,4,5,2,1,0,0,0,0,0,0,0,1,1,1,"_6,_5,_2,_4,_1,_3,_97,_na",0,0,0,0,0,0,1,0,8,2,"_1,_3,_2,_97,_na",0,0,0,1,0,4,9,1,1,1,4,3,5,3,3,3,3,3,0,10,8,10,0,4,9,4,9,2,998,998,1,1,4,1,0,0,0,0,0,0,0,1,5,4,0,4,0,10,2,2,2,998,2,2,7,0,999,10,"d,a,h,c,f,b,e,i,g",3,3,3,2,3,4,3,3,4,"d,a,h,c,f,b,e,i,g",4,4,4,4,4,4,4,4,4,4,1,1,2,2,1,1,1,1,5,5,5,3,1,1,1,"d,a,e,c,b",1,1,1,1,999,"m,b,f,p,j,a,c,l,n,d",1,3,2,1,1,2,3,1,3,1,"m,b,f,p,j,a,c,l,n,d",3,3,3,3,3,3,3,3,3,3,"_13,_2,_6,_15,_10,_1,_3,_12,_14,_4,_na",14,"_13,_2,_6,_15,_10,_1,_3,_12,_4,_na",12,"Voted greens because they are the only party that seem to care about the younger generation. Labor won but the choice between labour and liberal was a pretty [expletive removed] one, both were bad. Young people have no faith in the political system, we can see it is corruption at its finest and we are locked in forever as they drive house prices up to an unacceptable amount so they could make more. They�ve ruined a whole generation for us. Doesn�t matter what party wins, until the greens are in we will never be happy.",3,3,2,2,4,5,3,3,"g,a,h,e,b,f,c,d",2,3,4,5,2,4,3,3,4,4,"b,c",3,1,3,1,"f,d,c,g",5,5,5,4,"f,b,g,e,c",5,1,5,1,1,1,1,1,1,"_3,_2,_1,_4,_na",3,"_3,_2,_1,_4,_na",2,3,1,4,4,"f,a,g,c,b",3,1,3,3,1,4,"a,c,b",3,1,1,"a,b,c,d",3,1,1,5,2,5,1,"d,b,a,e",5,1,1,5,2,"a,b,f,c,e,d",998,998,998,998,998,998,17,3,3,1,1,,1,4,9,9,9,2,1,1,2,2,1989,2,3,0,5,0,2,2,2,999996,6,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,3,2,2,2,5,11,1,0,0,0,0,0,0,1,0,1,1,2,1,NA,1,1,1,6,5,9,9,328,368,6107.465213,0.68588979
